"store_type","product_category","country","years","months","actual_value","pct_overstock","prev_overstock","change_overstock","pct_slow_movers","prev_slow_movers","change_slow_movers","classification","ranking"
"Store","Cameras and camcorders ","Portugal","Year 2008","December","1274.91","100.00","50.00","50.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Portugal","Year 2008","December","952.35","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Portugal","Year 2008","December","3857.04","60.00","100.00","-40.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Portugal","Year 2008","February","1670.13","100.00","50.00","50.00","0.00","25.00","-25.00","WATCHLIST","1"
"Store","Audio","Portugal","Year 2008","January","428.64","100.00","0.00","100.00","0.00","16.00","-16.00","WATCHLIST","1"
"Store","Audio","Portugal","Year 2008","July","1567.26","100.00","0.00","100.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Portugal","Year 2008","July","1471.20","100.00","0.00","100.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Portugal","Year 2008","July","1573.77","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Portugal","Year 2008","June","235.8","100.00","75.00","25.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Portugal","Year 2008","June","489.28","0.00","33.00","-33.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Portugal","Year 2008","March","3119.60","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Portugal","Year 2008","March","5029.98","50.00","100.00","-50.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Portugal","Year 2008","May","2127.29","75.00","100.00","-25.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Portugal","Year 2008","May","1223.20","0.00","100.00","-100.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Portugal","Year 2008","November","912.06","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Portugal","Year 2008","November","1901.38","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Portugal","Year 2008","October","831.32","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Portugal","Year 2008","October","2515.61","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Portugal","Year 2008","October","2147.31","50.00","50.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Portugal","Year 2008","September","635.96","100.00","50.00","50.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Portugal","Year 2008","September","1571.96","100.00","50.00","50.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Portugal","Year 2009","April","893.36","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Portugal","Year 2009","August","3006.16","100.00","50.00","50.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Portugal","Year 2009","August","837.90","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Portugal","Year 2009","December","374.0","100.00","50.00","50.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Portugal","Year 2009","December","634.10","100.00","0.00","100.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Portugal","Year 2009","February","1236.96","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Portugal","Year 2009","February","2390.70","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Portugal","Year 2009","January","242.45","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Portugal","Year 2009","July","2157.54","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Portugal","Year 2009","July","1443.12","100.00","0.00","100.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Portugal","Year 2009","July","3702.82","50.00","100.00","-50.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Portugal","Year 2009","June","3576.45","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Portugal","Year 2009","March","2882.00","100.00","60.00","40.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Portugal","Year 2009","May","1112.32","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Portugal","Year 2009","November","2887.14","50.00","100.00","-50.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Portugal","Year 2009","November","262.0","0.00","100.00","-100.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Portugal","Year 2009","October","1605.31","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Portugal","Year 2009","October","1961.40","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Portugal","Year 2009","October","3447.52","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Portugal","Year 2009","September","1232.40","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Portugal","Year 2009","September","708.70","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Portugal","Year 2009","September","1908.72","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Romania ","Year 2007","August","1788.61","35.00","58.00","-23.00","17.00","23.00","-6.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Romania ","Year 2007","August","5560.35","28.00","71.00","-43.00","14.00","0.00","14.00","WATCHLIST","2"
"Store","Audio","Romania ","Year 2007","August","3135.68","10.00","0.00","10.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Romania ","Year 2007","December","4965.30","50.00","20.00","30.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Romania ","Year 2007","December","1724.73","0.00","0.00","0.00","21.00","9.00","12.00","WATCHLIST","2"
"Store","Audio","Romania ","Year 2007","December","3085.68","0.00","47.00","-47.00","14.00","0.00","14.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Romania ","Year 2007","February","275.1","100.00","","","0.00","","","WATCHLIST","1"
"Store","Audio","Romania ","Year 2007","February","7414.00","28.00","20.00","8.00","28.00","40.00","-12.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Romania ","Year 2007","February","2293.50","0.00","0.00","0.00","50.00","50.00","0.00","WATCHLIST","3"
"Store","Audio","Romania ","Year 2007","January","2985.46","20.00","","","40.00","","","WATCHLIST","1"
"Store","Cameras and camcorders ","Romania ","Year 2007","January","840.95","0.00","","","50.00","","","WATCHLIST","2"
"Store","Cameras and camcorders ","Romania ","Year 2007","July","8918.10","71.00","80.00","-9.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Romania ","Year 2007","July","1124.84","0.00","28.00","-28.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Romania ","Year 2007","June","6528.45","80.00","0.00","80.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Romania ","Year 2007","June","2042.45","47.00","55.00","-8.00","35.00","11.00","24.00","WATCHLIST","2"
"Store","Audio","Romania ","Year 2007","June","7494.10","28.00","43.00","-15.00","0.00","12.00","-12.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Romania ","Year 2007","March","3936.25","75.00","0.00","75.00","0.00","50.00","-50.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Romania ","Year 2007","March","1499.40","60.00","100.00","-40.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Romania ","Year 2007","March","5463.00","27.00","28.00","-1.00","27.00","28.00","-1.00","WATCHLIST","3"
"Store","Audio","Romania ","Year 2007","May","7044.92","43.00","100.00","-57.00","12.00","9.00","3.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Romania ","Year 2007","November","1109.73","0.00","11.00","-11.00","9.00","17.00","-8.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Romania ","Year 2007","October","4164.55","83.00","77.00","6.00","0.00","33.00","-33.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Romania ","Year 2007","October","2486.71","11.00","17.00","-6.00","17.00","5.00","12.00","WATCHLIST","2"
"Store","Audio","Romania ","Year 2007","October","2314.02","0.00","0.00","0.00","5.00","0.00","5.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Romania ","Year 2007","September","2353.80","17.00","35.00","-18.00","5.00","17.00","-12.00","WATCHLIST","2"
"Store","Audio","Romania ","Year 2007","September","3812.44","0.00","10.00","-10.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Romania ","Year 2008","April","1526.55","60.00","100.00","-40.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Romania ","Year 2008","April","6510.44","9.00","50.00","-41.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Romania ","Year 2008","April","3669.60","0.00","100.00","-100.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Romania ","Year 2008","August","3620.81","88.00","62.00","26.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Romania ","Year 2008","August","7072.80","50.00","50.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Romania ","Year 2008","August","8271.14","43.00","81.00","-38.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Romania ","Year 2008","December","7141.23","77.00","78.00","-1.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Romania ","Year 2008","December","8159.55","62.00","33.00","29.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Romania ","Year 2008","December","4011.06","25.00","54.00","-29.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Romania ","Year 2008","February","3769.95","100.00","50.00","50.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Romania ","Year 2008","February","2255.00","66.00","0.00","66.00","0.00","18.00","-18.00","WATCHLIST","2"
"Store","Audio","Romania ","Year 2008","January","4228.68","0.00","0.00","0.00","18.00","14.00","4.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Romania ","Year 2008","January","1488.82","0.00","0.00","0.00","0.00","21.00","-21.00","WATCHLIST","2"
"Store","Audio","Romania ","Year 2008","July","9553.76","81.00","66.00","15.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Romania ","Year 2008","July","5058.90","62.00","16.00","46.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Romania ","Year 2008","July","2602.45","50.00","50.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Romania ","Year 2008","June","4305.50","66.00","80.00","-14.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Romania ","Year 2008","June","6680.52","50.00","50.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Romania ","Year 2008","June","2744.94","16.00","0.00","16.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Romania ","Year 2008","March","7490.25","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Romania ","Year 2008","March","1226.75","100.00","25.00","75.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Romania ","Year 2008","March","10244.26","50.00","66.00","-16.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Romania ","Year 2008","May","2425.10","80.00","9.00","71.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Romania ","Year 2008","May","4771.80","50.00","0.00","50.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Romania ","Year 2008","May","2336.40","0.00","60.00","-60.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Romania ","Year 2008","November","6836.83","78.00","30.00","48.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Romania ","Year 2008","November","8250.10","54.00","83.00","-29.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Romania ","Year 2008","November","6091.59","33.00","100.00","-67.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Romania ","Year 2008","October","4056.03","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Romania ","Year 2008","October","2426.56","83.00","100.00","-17.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Romania ","Year 2008","September","264.80","100.00","43.00","57.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Romania ","Year 2008","September","1192.95","100.00","50.00","50.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Romania ","Year 2008","September","5472.27","70.00","88.00","-18.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Romania ","Year 2009","April","8148.92","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Romania ","Year 2009","April","253.47","0.00","50.00","-50.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Romania ","Year 2009","August","8573.25","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Romania ","Year 2009","August","5793.48","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Romania ","Year 2009","August","11090.97","50.00","100.00","-50.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Romania ","Year 2009","December","1490.94","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Romania ","Year 2009","December","8097.03","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Romania ","Year 2009","December","5816.09","33.00","0.00","33.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Romania ","Year 2009","February","4655.60","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Romania ","Year 2009","February","2783.78","50.00","100.00","-50.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Romania ","Year 2009","February","6037.47","40.00","87.00","-47.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Romania ","Year 2009","January","6620.40","100.00","62.00","38.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Romania ","Year 2009","January","2033.46","100.00","25.00","75.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Romania ","Year 2009","January","4292.13","87.00","77.00","10.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Romania ","Year 2009","July","531.04","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Romania ","Year 2009","July","1977.14","100.00","50.00","50.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Romania ","Year 2009","July","4224.60","100.00","50.00","50.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Romania ","Year 2009","June","6172.64","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Romania ","Year 2009","June","3958.05","50.00","90.00","-40.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Romania ","Year 2009","March","5042.48","100.00","40.00","60.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Romania ","Year 2009","March","5216.16","50.00","50.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Romania ","Year 2009","May","2495.46","100.00","0.00","100.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Romania ","Year 2009","May","10523.75","90.00","100.00","-10.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Romania ","Year 2009","November","2704.02","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Romania ","Year 2009","November","1675.20","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Romania ","Year 2009","November","8711.41","0.00","0.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Romania ","Year 2009","October","4007.22","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Romania ","Year 2009","October","3301.34","0.00","33.00","-33.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Romania ","Year 2009","September","1057.60","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Romania ","Year 2009","September","14028.12","33.00","50.00","-17.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Russia","Year 2007","April","17018.72","50.00","52.00","-2.00","4.00","8.00","-4.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Russia","Year 2007","April","3717.29","32.00","38.00","-6.00","40.00","29.00","11.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Russia","Year 2007","August","17511.75","68.00","92.00","-24.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Russia","Year 2007","August","18429.54","44.00","45.00","-1.00","9.00","3.00","6.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Russia","Year 2007","December","17999.35","38.00","44.00","-6.00","14.00","0.00","14.00","WATCHLIST","1"
"Store","Audio","Russia","Year 2007","December","16502.46","30.00","20.00","10.00","13.00","8.00","5.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Russia","Year 2007","December","9530.82","19.00","25.00","-6.00","31.00","9.00","22.00","WATCHLIST","3"
"Store","Audio","Russia","Year 2007","February","15806.40","40.00","41.00","-1.00","15.00","8.00","7.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Russia","Year 2007","February","6574.70","30.00","0.00","30.00","15.00","50.00","-35.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Russia","Year 2007","February","847.10","22.00","0.00","22.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Russia","Year 2007","January","8217.06","41.00","","","8.00","","","WATCHLIST","1"
"Store","Cameras and camcorders ","Russia","Year 2007","January","917.40","0.00","","","50.00","","","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Russia","Year 2007","January","353.7","0.00","","","0.00","","","WATCHLIST","3"
"Store","Cameras and camcorders ","Russia","Year 2007","July","14142.70","92.00","60.00","32.00","0.00","10.00","-10.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Russia","Year 2007","July","4654.30","68.00","38.00","30.00","0.00","19.00","-19.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Russia","Year 2007","June","4527.07","38.00","55.00","-17.00","19.00","10.00","9.00","WATCHLIST","3"
"Store","Audio","Russia","Year 2007","March","25491.90","52.00","40.00","12.00","8.00","15.00","-7.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Russia","Year 2007","March","4796.19","38.00","22.00","16.00","29.00","0.00","29.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Russia","Year 2007","May","3546.28","55.00","32.00","23.00","10.00","40.00","-30.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Russia","Year 2007","November","5897.15","44.00","34.00","10.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Russia","Year 2007","November","3965.72","25.00","16.00","9.00","9.00","10.00","-1.00","WATCHLIST","2"
"Store","Audio","Russia","Year 2007","November","9397.18","20.00","32.00","-12.00","8.00","13.00","-5.00","WATCHLIST","3"
"Store","Audio","Russia","Year 2007","October","17470.02","32.00","40.00","-8.00","13.00","8.00","5.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Russia","Year 2007","October","4253.76","16.00","20.00","-4.00","10.00","12.00","-2.00","WATCHLIST","3"
"Store","Audio","Russia","Year 2007","September","21427.32","40.00","44.00","-4.00","8.00","9.00","-1.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Russia","Year 2007","September","5523.22","20.00","9.00","11.00","12.00","9.00","3.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Russia","Year 2008","August","12273.15","72.00","70.00","2.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Russia","Year 2008","August","19455.41","51.00","64.00","-13.00","3.00","4.00","-1.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Russia","Year 2008","August","8841.45","51.00","59.00","-8.00","11.00","18.00","-7.00","WATCHLIST","3"
"Store","Audio","Russia","Year 2008","December","20966.97","75.00","68.00","7.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Russia","Year 2008","December","13351.20","74.00","72.00","2.00","0.00","7.00","-7.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Russia","Year 2008","December","16680.09","68.00","75.00","-7.00","0.00","12.00","-12.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Russia","Year 2008","February","11559.44","100.00","76.00","24.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Russia","Year 2008","February","14924.86","74.00","34.00","40.00","7.00","0.00","7.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Russia","Year 2008","February","7015.01","40.00","18.00","22.00","0.00","39.00","-39.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Russia","Year 2008","January","20988.89","76.00","38.00","38.00","0.00","14.00","-14.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Russia","Year 2008","January","5858.92","18.00","19.00","-1.00","39.00","31.00","8.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Russia","Year 2008","July","10612.32","70.00","47.00","23.00","0.00","36.00","-36.00","WATCHLIST","1"
"Store","Audio","Russia","Year 2008","July","22148.51","64.00","57.00","7.00","4.00","39.00","-35.00","WATCHLIST","2"
"Store","Audio","Russia","Year 2008","June","20061.13","57.00","80.00","-23.00","39.00","19.00","20.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Russia","Year 2008","June","14907.86","47.00","60.00","-13.00","36.00","13.00","23.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Russia","Year 2008","March","7552.99","31.00","40.00","-9.00","3.00","0.00","3.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Russia","Year 2008","November","17946.47","72.00","88.00","-16.00","7.00","4.00","3.00","WATCHLIST","2"
"Store","Audio","Russia","Year 2008","November","21005.46","68.00","65.00","3.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Russia","Year 2008","October","13338.89","88.00","43.00","45.00","4.00","0.00","4.00","WATCHLIST","1"
"Store","Audio","Russia","Year 2008","October","13250.30","65.00","66.00","-1.00","0.00","12.00","-12.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Russia","Year 2008","October","15243.36","44.00","53.00","-9.00","22.00","7.00","15.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Russia","Year 2008","September","9977.62","43.00","51.00","-8.00","0.00","11.00","-11.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Russia","Year 2009","April","2549.70","40.00","70.00","-30.00","20.00","0.00","20.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Russia","Year 2009","April","7039.83","40.00","100.00","-60.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Russia","Year 2009","August","8128.05","83.00","100.00","-17.00","8.00","0.00","8.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Russia","Year 2009","August","23572.91","78.00","63.00","15.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Russia","Year 2009","August","11629.27","47.00","72.00","-25.00","8.00","0.00","8.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Russia","Year 2009","December","8421.03","92.00","75.00","17.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Russia","Year 2009","December","22471.16","69.00","67.00","2.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Russia","Year 2009","February","11004.08","86.00","75.00","11.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Russia","Year 2009","February","24799.13","72.00","60.00","12.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Russia","Year 2009","February","12532.49","70.00","37.00","33.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Russia","Year 2009","January","14383.49","75.00","74.00","1.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Russia","Year 2009","January","19228.14","60.00","75.00","-15.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Russia","Year 2009","January","10611.63","37.00","68.00","-31.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Russia","Year 2009","July","7669.16","100.00","81.00","19.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Russia","Year 2009","July","10890.35","72.00","64.00","8.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Russia","Year 2009","July","20119.82","63.00","83.00","-20.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Russia","Year 2009","June","6683.09","83.00","57.00","26.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Russia","Year 2009","June","25503.34","81.00","72.00","9.00","0.00","16.00","-16.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Russia","Year 2009","June","12356.96","64.00","61.00","3.00","0.00","23.00","-23.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Russia","Year 2009","March","2191.83","100.00","70.00","30.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Russia","Year 2009","March","6882.91","70.00","86.00","-16.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Russia","Year 2009","March","8890.30","58.00","72.00","-14.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Russia","Year 2009","November","9493.41","75.00","82.00","-7.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Russia","Year 2009","November","31063.30","67.00","76.00","-9.00","0.00","14.00","-14.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Russia","Year 2009","November","11289.09","45.00","26.00","19.00","0.00","20.00","-20.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Russia","Year 2009","October","13675.67","82.00","66.00","16.00","0.00","11.00","-11.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Russia","Year 2009","October","17399.83","26.00","75.00","-49.00","20.00","12.00","8.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Singapore","Year 2007","April","1744.93","0.00","0.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Singapore","Year 2007","April","7561.72","0.00","0.00","0.00","30.00","55.00","-25.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Singapore","Year 2007","December","2675.84","100.00","42.00","58.00","7.00","31.00","-24.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Singapore","Year 2007","December","2758.50","0.00","100.00","-100.00","0.00","75.00","-75.00","WATCHLIST","3"
