"product","actual_value","pct_overstock","actual_value_overstock","solution_layer"
"The Phone Company PDA Palm 3.5 inch M810 Black","8082522.72","39.00","3737130.24","Monitor"
"Litware Floor Lamp X1015 Black","3740912.16","98.00","3736697.76","Monitor"
"The Phone Company PDA Palm 4.7 inch L850 Black","8182401.63","40.00","3735349.62","Monitor"
"The Phone Company PDA Phone 4.7 inches L360 Black","7918944.64","41.00","3729586.38","Monitor"
"Litware Refrigerator 1.7CuFt E120 Brown","3762081.63","97.00","3728482.74","Monitor"
"Adventure Works Chandelier M8150 White","3739659.36","97.00","3725830.72","Monitor"
"The Phone Company PDA Palm 3.5 inch M810 Silver","8253644.76","39.00","3722709.12","Monitor"
"Proseware Ink Jet Wireless All-In-One Printer M400 Grey","3737693.88","98.00","3719897.88","Monitor"
"Proseware Ink Jet Wireless All-In-One Printer M400 White","3725948.52","99.00","3714915.00","Monitor"
"WWI Chandelier M815 Grey","3724472.55","97.00","3709162.27","Monitor"
"Adventure Works Coffee Maker 4C E080 Grey","3756962.98","97.00","3708019.01","Monitor"
"WWI LCD20W M250 Black","3730964.00","98.00","3706587.0","Monitor"
"Fabrikam Coffee Maker 4C E080 Grey","3724245.36","98.00","3702786.84","Monitor"
"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold","7980529.44","40.00","3699911.28","Monitor"
"Proseware LCD20W M230 Black","3717620.80","97.00","3696579.6","Monitor"
"The Phone Company PDA Phone 3.5 inches M320 Silver","7952587.50","41.00","3695587.5","Monitor"
"Litware Floor Lamp X1015 White","3709514.88","98.00","3690128.64","Monitor"
"A. Datum Slim Digital Camera M180 Grey","3728054.56","97.00","3675240.00","Monitor"
"Fabrikam Coffee Maker 4C E080 Silver","3708880.00","97.00","3668479.70","Monitor"
"Proseware Scan Jet Digital Flat Bed Scanner M300 White","3675634.04","99.00","3665229.36","Monitor"
"Proseware Ink Jet Wireless All-In-One Printer M400 Black","3679026.40","98.00","3663365.92","Monitor"
"Litware Floor Lamp X1015 Silver","3696028.80","98.00","3662313.60","Monitor"
"Contoso Home Theater System 2.1 Channel M1230 Brown","3698147.46","95.00","3661806.54","Monitor"
"The Phone Company Touch Screen Phones 26-2.2"" M200 Gold","7094945.83","45.00","3659853.54","Monitor"
"Fabrikam Refrigerator 1.7CuFt E1200 Blue","3718210.89","96.00","3658369.08","Monitor"
"WWI Chandelier M815 Silver","3670639.63","98.00","3657551.81","Monitor"
"Contoso Home Theater System 2.1 Channel M1230 Silver","3684014.88","96.00","3650610.60","Monitor"
"A. Datum Slim Digital Camera M180 Silver","3683134.96","97.00","3636990.28","Monitor"
"Proseware Screen 85in E1010 Silver","3675672.55","97.00","3631662.28","Monitor"
"Fabrikam Refrigerator 1.7CuFt E1200 Orange","3680238.18","97.00","3630071.79","Monitor"
"The Phone Company PDA GPS Phone 3.5 inch M910 Black","7870969.08","40.00","3622886.28","Monitor"
"Contoso Coffee Maker 4C E0800 Black","3654107.79","97.00","3619337.04","Monitor"
"WWI Screen 106in M1609 Silver","3648626.87","97.00","3618499.64","Monitor"
"WWI LCD20W M250 White","3643463.40","97.00","3613826.1","Monitor"
"Proseware Screen 106in M1609 Silver","3614344.16","99.00","3607649.22","Monitor"
"Litware Chandelier M8015 White","3628412.89","96.00","3607176.05","Monitor"
"The Phone Company PDA Phone Unlocked 3.5 inches M530 Black","7595404.44","40.00","3601196.04","Monitor"
"Proseware LCD17W E202 Black","3646420.34","97.00","3601039.04","Monitor"
"Litware Refrigerator 1.7CuFt E120 White","3623511.06","97.00","3591635.19","Monitor"
"The Phone Company PDA Wifi 4.7-inch L290 Black","7889145.80","40.00","3590668.0","Monitor"
"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey","7439752.32","41.00","3589734.72","Monitor"
"Adventure Works Coffee Maker 4C E080 Black","3641457.86","97.00","3589732.23","Monitor"
"Litware Chandelier M8015 Grey","3613349.55","97.00","3589519.84","Monitor"
"Proseware Chandelier M0815 Black","3615695.48","98.00","3589272.90","Monitor"
"Proseware Screen 106in M1609 Black","3606725.78","98.00","3588718.70","Monitor"
"Fabrikam Refrigerator 1.7CuFt E1200 Green","3623179.71","97.00","3583749.06","Monitor"
"Contoso Screen 85in E085 Silver","3634993.17","97.00","3582620.24","Monitor"
"A. Datum Slim Digital Camera M180 Azure","3629843.98","96.00","3580636.60","Monitor"
"Contoso Home Theater System 2.1 Channel M1230 Black","3607662.24","96.00","3579764.16","Monitor"
"Proseware Chandelier M0815 Silver","3599027.03","97.00","3575691.20","Monitor"
"WWI LCD17W E200 Black","3621559.28","97.00","3574862.58","Monitor"
"Fabrikam Refrigerator 1.7CuFt E1200 White","3611184.84","97.00","3568705.77","Monitor"
"Fabrikam Coffee Maker 4C E080 Black","3607879.25","97.00","3561981.86","Monitor"
"Litware Refrigerator 1.7CuFt E120 Blue","3609991.98","96.00","3551806.92","Monitor"
"The Phone Company PDA GPS Phone 4.7 inch L950 Black","7745359.39","40.00","3550723.53","Monitor"
"Proseware LCD20W M230 White","3566355.10","98.00","3547366.7","Monitor"
"A. Datum Slim Digital Camera M180 Black","3582814.52","97.00","3545313.46","Monitor"
"Proseware Mobile Receipt and Document Scanner M200 Grey","3552123.96","99.00","3543962.94","Monitor"
"Proseware Chandelier M0815 Grey","3560504.39","98.00","3540008.37","Monitor"
"Litware Refrigerator 1.7CuFt E120 Orange","3590972.49","97.00","3539745.78","Monitor"
"WWI Chandelier M815 White","3549762.50","97.00","3532229.76","Monitor"
"Proseware Mobile Receipt and Document Scanner M200 White","3541829.34","98.00","3531481.38","Monitor"
"Contoso Screen 113in M251 Black","3540075.00","97.00","3527012.5","Monitor"
"Adventure Works LCD20W M240 Black","3547623.30","97.00","3526197.2","Monitor"
"Proseware Laser Fax Printer M250 Green","3532543.04","98.00","3519520.64","Monitor"
"Contoso Coffee Maker 4C E0800 Grey","3554232.95","97.00","3512309.36","Monitor"
"The Phone Company PDA Wifi 3.7-inch M250 White","7600443.84","41.00","3505265.28","Monitor"
"SV 16xDVD M320 Silver","3517729.92","98.00","3505253.76","Monitor"
"Proseware Scan Jet Digital Flat Bed Scanner M300 Black","3506766.64","99.00","3498587.56","Monitor"
"The Phone Company PDA Wifi 4.7-inch L290 White","7868875.90","38.00","3494228.6","Monitor"
"Litware Refrigerator 1.7CuFt E120 Green","3527220.75","97.00","3490971.06","Monitor"
"Proseware Scan Jet Digital Flat Bed Scanner M300 Green","3494915.32","99.00","3486624.96","Monitor"
"Proseware Photo smart All-in-One Printer M380 Black","3486132.00","98.00","3473964.0","Monitor"
"Fabrikam Social Videographer 2/3'' 17mm E100 White","3506341.50","97.00","3469207.95","Monitor"
"WWI LCD20 M220 White","3490518.55","97.00","3466934.77","Monitor"
"Contoso Screen 125in M250 Silver","3513200.08","95.00","3463469.92","Monitor"
"Fabrikam Refrigerator 1.7CuFt E1200 Grey","3495543.69","97.00","3456046.77","Monitor"
"Litware Chandelier M8015 Black","3479137.66","96.00","3453208.96","Monitor"
"Contoso Coffee Maker 4C E0800 Silver","3492506.59","97.00","3446675.43","Monitor"
"Litware Chandelier M8015 Blue","3471112.11","97.00","3445800.76","Monitor"
"Contoso Screen 100in E010 White","3484471.35","97.00","3445001.70","Monitor"
"Adventure Works Chandelier M8150 Black","3465185.55","97.00","3441355.84","Monitor"
"WWI Screen 106in M1609 Black","3466016.61","98.00","3440622.01","Monitor"
"Contoso Coffee Maker 4C E0800 White","3474889.41","97.00","3439522.59","Monitor"
"The Phone Company PDA Phone Unlocked 3.7 inches M510 White","7210784.90","41.00","3439356.80","Monitor"
"SV 16xDVD M320 Black","3456990.72","98.00","3439316.16","Monitor"
"Adventure Works LCD17W E203 Black","3475286.80","97.00","3435101.33","Monitor"
"Proseware Mobile Receipt and Document Scanner M200 Black","3440590.02","99.00","3429815.34","Monitor"
"The Phone Company Smart phones 6-LINE SCREEN M21 Gold","7078974.56","42.00","3429486.48","Monitor"
"WWI Chandelier M815 Blue","3447776.28","98.00","3427650.67","Monitor"
"Adventure Works LCD17W E203 White","3464697.83","97.00","3414909.94","Monitor"
"The Phone Company Smart phones Unlocked M300 Black","7053711.00","43.00","3414389.02","Monitor"
"Fabrikam Coffee Maker 4C E080 White","3446609.20","97.00","3408990.56","Monitor"
"Proseware Scan Jet Digital Flat Bed Scanner M300 Grey","3411789.16","99.00","3406948.48","Monitor"
"Adventure Works LCD20W M240 White","3436387.20","96.00","3405082.0","Monitor"
"WWI LCD17W E200 White","3445624.53","97.00","3404123.66","Monitor"
"Proseware Laptop15 M510 White","3407585.44","99.00","3398906.56","Monitor"
"Contoso Screen 100in E010 Silver","3429767.80","97.00","3398607.55","Monitor"
"Litware Refrigerator 1.7CuFt E120 Silver","3438816.57","97.00","3397530.36","Monitor"
"Proseware LCD20 M200 White","3410714.85","97.00","3382962.22","Monitor"
"The Phone Company Smart phones Unlocked M300 White","6859964.16","43.00","3379273.94","Monitor"
"Contoso Screen 125in M250 Black","3400812.96","97.00","3376480.16","Monitor"
"Fabrikam Refrigerator 1.7CuFt E1200 Silver","3431394.33","96.00","3369763.23","Monitor"
"The Phone Company Smart phones 6-LINE SCREEN M21 Black","7164542.49","40.00","3368351.42","Monitor"
"Adventure Works Wall Lamp E2150 Black","3400868.49","97.00","3366490.95","Monitor"
"Proseware LCD17W E202 White","3404518.28","96.00","3356308.87","Monitor"
"The Phone Company Smart phones Unlocked M300 Gold","7067339.58","41.00","3355577.40","Monitor"
"SV 16xDVD M330 Silver","3370440.42","98.00","3352443.75","Monitor"
"WWI Screen 106in M1609 White","3363630.20","98.00","3342968.23","Monitor"
"Adventure Works LCD19 E108 White","3370789.81","97.00","3338756.57","Monitor"
"The Phone Company PDA Handheld 3.5 inch M610 Silver","7281528.84","40.00","3325190.85","Monitor"
"Proseware LCD20 M200 Black","3357472.68","96.00","3318166.38","Monitor"
"WWI Wall Lamp E215 Black","3353828.76","97.00","3316882.08","Monitor"
"A. Datum Compact Digital Camera M200 Grey","3344936.16","97.00","3313615.20","Monitor"
"Contoso Screen 100in E010 Black","3361592.95","96.00","3306448.75","Monitor"
"Adventure Works LCD20 M210 White","3326861.41","97.00","3301252.76","Monitor"
"Litware Chandelier M8015 Silver","3332455.30","96.00","3301217.39","Monitor"
"The Phone Company Smart phones Unlocked M300 Grey","6784700.02","42.00","3285347.24","Monitor"
"Adventure Works Wall Lamp E2150 Grey","3323733.12","97.00","3284890.17","Monitor"
"The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Black","6702775.80","42.00","3271536.45","Monitor"
"Litware Wall Lamp E2015 Grey","3298592.25","97.00","3267762.57","Monitor"
"Proseware Screen 80in E1010 Black","3296467.97","97.00","3262459.13","Monitor"
"Adventure Works Wall Lamp E2150 Silver","3290211.96","98.00","3262134.93","Monitor"
"WWI LCD20 M220 Black","3271832.59","98.00","3261231.80","Monitor"
"SV 16xDVD M330 Black","3270431.07","99.00","3260755.98","Monitor"
"Contoso Screen 125in M250 White","3292532.00","95.00","3253903.68","Monitor"
"The Phone Company Smart phones Unlocked M300 Pink","6933754.94","41.00","3249741.04","Monitor"
"Proseware Screen 106in M1609 White","3272786.79","97.00","3249469.93","Monitor"
"Litware Wall Lamp E2015 White","3290273.13","97.00","3247759.98","Monitor"
"WWI Wall Lamp E215 Grey","3271983.30","97.00","3239869.05","Monitor"
"Proseware Photo Smart All-in-One Printer M380 Grey","3245678.80","99.00","3238513.2","Monitor"
"The Phone Company PDA Handheld 3.5 inch M610 Black","7255729.44","38.00","3232547.55","Monitor"
"Litware Wall Lamp E2015 Black","3288009.84","96.00","3229959.51","Monitor"
"Proseware Photo Smart All-in-One Printer M380 White","3238986.40","98.00","3227967.6","Monitor"
"The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold","6680825.55","42.00","3224669.70","Monitor"
"The Phone Company Smart phones 6-LINE SCREEN M21 White","6755212.59","40.00","3215831.08","Monitor"
"Adventure Works 13"" Color TV E25 White","3243600.42","98.00","3214422.33","Monitor"
"WWI LCD19 E107 Black","3250523.42","97.00","3210127.52","Monitor"
"Proseware Wall Lamp E0215 White","3246536.58","97.00","3209467.56","Monitor"
"Adventure Works 13"" Color TV E25 Black","3232773.33","97.00","3196744.20","Monitor"
"Adventure Works 13"" Color TV E25 Silver","3242744.04","97.00","3196132.50","Monitor"
"Contoso Screen 80in E080 Silver","3232951.46","97.00","3192440.93","Monitor"
"A. Datum SLR-like Digital Camera M400 Green","3206556.60","97.00","3190348.15","Monitor"
"Adventure Works LCD20 M210 Black","3207274.97","96.00","3181428.10","Monitor"
"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey","6813280.32","40.00","3177648.11","Monitor"
"WWI Wall Lamp E215 Silver","3223414.32","97.00","3177353.31","Monitor"
"WWI Wall Lamp E215 White","3191300.07","98.00","3168238.98","Monitor"
"Contoso Touch Screen Phones 5-Wire/On-wall M508 Black","6489917.70","43.00","3159530.85","Monitor"
"Proseware Wall Lamp E0215 Silver","3196499.52","97.00","3158084.76","Monitor"
"Adventure Works Wall Lamp E2150 Blue","3180962.34","97.00","3149704.47","Monitor"
"The Phone Company PDA Phone Unlocked 4.7 inches L550 Black","6179605.54","44.00","3143785.14","Monitor"
"A. Datum Compact Digital Camera M200 Silver","3181984.12","97.00","3142061.76","Monitor"
"A. Datum Compact Digital Camera M200 Azure","3178840.16","97.00","3141053.32","Monitor"
"Proseware LCD19 E1000 White","3169920.64","97.00","3139558.64","Monitor"
"Fabrikam Social Videographer 2/3"" 17mm E100 Blue","3174475.50","97.00","3135892.05","Monitor"
"The Phone Company Touch Screen Phones 26-2.2"" M200 Black","6532566.74","41.00","3129099.68","Monitor"
"Proseware Air conditioner 5200BTU E100 Red","3158033.04","97.00","3126347.84","Monitor"
"A. Datum Compact Digital Camera M200 Pink","3161103.48","97.00","3124918.28","Monitor"
"Proseware Wall Lamp E0215 Blue","3162917.19","97.00","3120098.19","Monitor"
"The Phone Company Smart phones 6-LINE SCREEN M21 Grey","6683817.84","40.00","3119686.15","Monitor"
"Litware Wall Lamp E2015 Blue","3142975.77","97.00","3107741.85","Monitor"
"The Phone Company Smart phones 160x160 M26 Grey","6420123.65","42.00","3099538.25","Monitor"
"A. Datum SLR Camera M139 Gold","3120546.52","96.00","3099311.48","Monitor"
"A. Datum Compact Digital Camera M200 Green","3152205.48","96.00","3098164.96","Monitor"
"Litware Wall Lamp E2015 Silver","3130802.94","97.00","3093917.43","Monitor"
"Proseware Screen 80in E1010 White","3127924.16","97.00","3093859.75","Monitor"
"A. Datum Compact Digital Camera M200 Orange","3136367.04","97.00","3089919.48","Monitor"
"WWI Wall Lamp E215 Blue","3126949.23","96.00","3071345.70","Monitor"
"Proseware Wall Lamp E0215 Grey","3111289.71","97.00","3067614.33","Monitor"
"Proseware Air conditioner 5200BTU E100 Silver","3102177.36","97.00","3067239.52","Monitor"
"Adventure Works Wall Lamp E2150 White","3108414.72","96.00","3060396.27","Monitor"
"The Phone Company Smart phones 160x160 M26 Gold","6412662.95","39.00","3059269.60","Monitor"
"The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey","6513410.40","41.00","3058203.75","Monitor"
"The Phone Company PDA Phone Unlocked 4.7 inches L550 White","6402038.92","41.00","3056632.88","Monitor"
"Proseware Wall Lamp E0215 Black","3091164.78","97.00","3047000.04","Monitor"
"Fabrikam SLR Camera X149 Pink","3053778.00","97.00","3042767.78","Monitor"
"The Phone Company Smart phones 160x160 M26 White","6217154.35","42.00","3042052.60","Monitor"
"WWI LCD19 E107 White","3086601.11","96.00","3035787.32","Monitor"
"A. Datum Super-zoom Digital Camera X300 Black","3055824.40","98.00","3034014.24","Monitor"
"Adventure Works LCD19 E108 Black","3068174.91","96.00","3022959.85","Monitor"
"Contoso Microwave 2.2CuFt M0125 Red","3029491.80","98.00","3018271.46","Monitor"
"Proseware Air conditioner 5200BTU E100 White","3050135.12","97.00","3014636.48","Monitor"
"Contoso Air conditioner 5200BTU E0100 Silver","3047555.44","97.00","3014300.00","Monitor"
"Litware Microwave 2.2CuFt M125 White","3011465.68","98.00","3000245.34","Monitor"
"The Phone Company Smart phones 6-LINE SCREEN M21 Pink","6554566.90","39.00","2990540.98","Monitor"
"Adventure Works Wall Lamp E3150 Blue","3015844.00","97.00","2986828.0","Monitor"
"A. Datum SLR-like Digital Camera M400 Pink","2998653.80","98.00","2981358.75","Monitor"
"Contoso Air conditioner 5200BTU E0100 Blue","3018169.52","97.00","2975156.16","Monitor"
"Contoso Touch Stylus Pen E150 Red","3214477.52","79.00","2973511.83","Monitor"
"Proseware Screen 80in E1010 Silver","3005503.45","97.00","2966493.31","Monitor"
"Contoso Air conditioner 5200BTU E0100 Red","3011832.48","97.00","2966239.44","Monitor"
"Contoso Air conditioner 5200BTU E0100 White","2985699.20","97.00","2957659.20","Monitor"
"Contoso Touch Stylus Pen E150 Silver","3223176.33","76.00","2957529.23","Monitor"
"WWI 1GBPulse Smart pen E50 Black","4293279.10","50.00","2956550.85","Monitor"
"Contoso Screen 80in E080 White","2990999.68","97.00","2953878.92","Monitor"
"WWI 1GB Pulse Smart pen E50 White","4245880.10","51.00","2945389.15","Monitor"
"WWI CRT17 E106 White","2961226.31","98.00","2938615.75","Monitor"
"Adventure Works Wall Lamp E3150 Silver","2963064.00","97.00","2936336.0","Monitor"
"Fabrikam Microwave 0.9CuFt E0900 White","2974377.12","97.00","2934153.90","Monitor"
"A. Datum Super-zoom Digital Camera X300 Silver","2937357.76","98.00","2923426.16","Monitor"
"Contoso Air conditioner 5200BTU E0100 Grey","2966912.40","97.00","2922665.28","Monitor"
"Contoso Touch Stylus Pen E150 Black","3092236.08","78.00","2894387.78","Monitor"
"Contoso Touch Stylus Pen E150 White","3098196.47","77.00","2886121.62","Monitor"
"The Phone Company Smart phones 160x160 M26 Pink","6037141.05","41.00","2880021.50","Monitor"
"Adventure Works Wall Lamp E3150 Black","2918188.00","97.00","2875652.0","Monitor"
"WWI 1GB Pulse Smart pen E50 Silver","4149094.40","49.00","2873602.60","Monitor"
"WWI Wall Lamp E315 Silver","2901288.00","97.00","2864212.0","Monitor"
"Litware Microwave 0.9CuFt E090 White","2908052.14","96.00","2861507.40","Monitor"
"Proseware Photo Inkjet Printer E290 Green","2886832.00","97.00","2851472.0","Monitor"
"Contoso Screen 80in E080 Black","2880637.66","97.00","2848796.05","Monitor"
"Adventure Works Wall Lamp E3150 White","2874924.00","97.00","2845856.0","Monitor"
"Litware Wall Lamp E3015 Grey","2870244.00","97.00","2842840.0","Monitor"
"A. Datum Slim Digital Camera M180 Green","2867027.50","97.00","2842798.14","Monitor"
"Litware Wall Lamp E3015 Silver","2875496.00","97.00","2842528.0","Monitor"
"The Phone Company Smart phones 8 GB of Memory M400 Pink","5859421.60","42.00","2841389.0","Monitor"
"Litware Microwave 0.9CuFt E090 Red","2874966.12","97.00","2838719.34","Monitor"
"WWI Wall Lamp E315 Black","2866396.00","97.00","2834364.0","Monitor"
"Litware Microwave 0.9CuFt E090 Black","2847844.76","97.00","2820774.38","Monitor"
"Proseware LCD19 E1000 Black","2871286.40","95.00","2817657.52","Monitor"
"Contoso Microwave 2.2CuFt M0125 Black","2816673.22","98.00","2808211.98","Monitor"
"Fabrikam SLR Camera 35"" M358 Pink","2848764.24","92.00","2806981.56","Monitor"
"Litware Wall Lamp E3015 Blue","2849652.00","96.00","2806232.0","Monitor"
"Proseware LCD15 E103 White","2831518.41","97.00","2804365.55","Monitor"
"Proseware Wall Lamp E0315 Black","2835768.00","97.00","2799940.0","Monitor"
"WWI Wall Lamp E315 Grey","2842112.00","97.00","2796248.0","Monitor"
"The Phone Company Smart phones 8 GB of Memory M400 Grey","5713703.00","42.00","2790795.7","Monitor"
"WWI Wall Lamp E315 Blue","2820740.00","97.00","2789696.0","Monitor"
"Fabrikam Microwave 2.2CuFt M1250 Grey","2802509.84","97.00","2786782.97","Monitor"
"WWI Screen 113in M1610 Black","2803398.00","97.00","2784081.30","Monitor"
"Fabrikam Microwave 2.2CuFt M1250 Red","2794048.60","98.00","2783839.93","Monitor"
"Litware Washer & Dryer 27in L420 Green","2933845.74","89.00","2783594.88","Monitor"
"Contoso Microwave 0.9CuFt E0090 Black","2816848.92","96.00","2777135.50","Monitor"
"Fabrikam Microwave 0.9CuFt E0900 Silver","2796813.78","97.00","2760872.88","Monitor"
"Proseware Wall Lamp E0315 White","2794584.00","97.00","2759744.0","Monitor"
"WWI LCD17 E205 White","2787760.92","97.00","2757327.51","Monitor"
"Fabrikam Microwave 0.9CuFt E0900 Grey","2788096.20","97.00","2754857.24","Monitor"
"Fabrikam Microwave 2.2CuFt M1250 Black","2776574.30","96.00","2754041.65","Monitor"
"The Phone Company Smart phones 160x160 M26 Black","6151060.20","38.00","2753285.25","Monitor"
"Adventure Works Wall Lamp E3150 Grey","2803268.00","96.00","2752308.0","Monitor"
"Fabrikam Microwave 2.2CuFt M1250 Silver","2764342.29","97.00","2750914.67","Monitor"
"Proseware LCD15 E103 Black","2778272.56","97.00","2746577.40","Monitor"
"Contoso Microwave 0.9CuFt E0090 Silver","2781672.72","97.00","2742112.24","Monitor"
"Fabrikam Microwave 0.9CuFt E0900 Red","2770202.22","97.00","2740175.00","Monitor"
"Contoso Microwave 0.9CuFt E0090 White","2776829.62","97.00","2738186.78","Monitor"
"Proseware Laser Fax Printer E100 Grey","2775374.53","96.00","2734458.55","Monitor"
"Proseware LCD17 E200 Black","2769844.07","97.00","2734111.31","Monitor"
"WWI Wall Lamp E315 White","2754180.00","98.00","2733276.0","Monitor"
"Proseware LCD17 E200 White","2771509.58","96.00","2731486.87","Monitor"
"Litware Microwave 2.2CuFt M125 Silver","2738038.87","98.00","2727830.20","Monitor"
"Fabrikam Microwave 2.2CuFt M1250 Blue","2745304.50","96.00","2719368.96","Monitor"
"Litware Microwave 0.9CuFt E090 Grey","2761484.64","96.00","2718049.68","Monitor"
"Litware Microwave 0.9CuFt E090 Silver","2745935.74","97.00","2711014.44","Monitor"
"Litware Microwave 2.2CuFt M125 Black","2728933.84","97.00","2710999.69","Monitor"
"Proseware Screen 113in X1609 Silver","2741980.80","96.00","2710677.84","Monitor"
"The Phone Company Smart phones 8 GB of Memory M400 Black","5495496.20","42.00","2710390.7","Monitor"
"Litware Microwave 0.8CuFt E080 Silver","2737312.03","97.00","2704573.35","Monitor"
"Fabrikam Microwave 2.2CuFt M1250 White","2710723.78","98.00","2698491.77","Monitor"
"Fabrikam Microwave 0.8CuFt E0800 Red","2736440.29","97.00","2697357.28","Monitor"
"Proseware Wall Lamp E0315 Grey","2727712.00","97.00","2694380.0","Monitor"
"Contoso Microwave 2.2CuFt M0125 Grey","2704561.79","97.00","2693249.48","Monitor"
"Proseware Screen 113in X1609 White","2702455.86","98.00","2693243.28","Monitor"
"A. Datum Point Shoot Digital Camera M500 Silver","2704549.20","97.00","2687704.95","Monitor"
"Contoso Microwave 0.9CuFt E0090 Grey","2715245.78","97.00","2686187.18","Monitor"
"Contoso Microwave 0.9CuFt E0090 Red","2723555.52","97.00","2685014.64","Monitor"
"Fabrikam Microwave 0.9CuFt E0900 Black","2717998.70","97.00","2679661.74","Monitor"
"Proseware Screen 113in X1609 Black","2692946.10","96.00","2679077.70","Monitor"
"WWI CRT17 E106 Black","2721090.05","96.00","2677736.32","Monitor"
"Fabrikam Microwave 0.8CuFt E0800 Silver","2707333.86","97.00","2677113.54","Monitor"
"Adventure Works LCD15 E100 White","2708825.84","97.00","2676121.28","Monitor"
"Contoso Microwave 0.8CuFt E0080 Grey","2710869.25","97.00","2675515.35","Monitor"
"Litware Wall Lamp E3015 White","2701452.00","97.00","2670512.0","Monitor"
"Contoso Washer & Dryer 27in L270 Green","2865310.26","86.00","2659703.82","Monitor"
"Contoso Microwave 0.8CuFt E0080 White","2687138.55","97.00","2657499.39","Monitor"
"Contoso Microwave 2.2CuFt M0125 White","2657565.12","98.00","2645241.14","Monitor"
"Litware Microwave 2.2CuFt M125 Red","2655357.84","98.00","2641194.46","Monitor"
"The Phone Company Smart phones 8 GB of Memory M400 Gold","5741411.80","39.00","2636418.1","Monitor"
"Fabrikam Microwave 0.8CuFt E0800 Blue","2668105.56","97.00","2632509.51","Monitor"
"WWI 1GB Digital Voice Recorder Pen E100 White","3229872.36","70.00","2632204.41","Monitor"
"Litware Microwave 0.8CuFt E080 Grey","2648830.42","97.00","2619627.13","Monitor"
"Contoso Microwave 0.8CuFt E0080 Silver","2639531.86","98.00","2618077.37","Monitor"
"Fabrikam Microwave 0.9CuFt E0900 Blue","2641018.90","97.00","2615579.88","Monitor"
"WWI Screen 113in M1610 Silver","2628358.98","96.00","2615184.00","Monitor"
"Litware Microwave 2.2CuFt M125 Blue","2624088.04","97.00","2610660.42","Monitor"
"Contoso Washer & Dryer 27in L270 Silver","2757235.08","89.00","2609620.20","Monitor"
"WWI LCD17 E200 Black","2652753.67","96.00","2609500.88","Monitor"
"Fabrikam Microwave 0.8CuFt E0800 White","2647619.67","96.00","2604759.12","Monitor"
"Litware Microwave 0.8CuFt E080 Black","2638224.25","97.00","2603064.07","Monitor"
"Proseware Wall Lamp E0315 Blue","2646748.00","96.00","2602080.0","Monitor"
"The Phone Company Smart phones 8 GB of Memory M400 White","5474590.90","41.00","2598071.1","Monitor"
"Proseware Wall Lamp E0315 Silver","2623192.00","97.00","2596204.0","Monitor"
"Contoso Washer & Dryer 27in L270 Pink","2764264.36","87.00","2587653.70","Monitor"
"Litware Microwave 0.8CuFt E080 Red","2613960.82","97.00","2582045.45","Monitor"
"Litware Microwave 0.8CuFt E080 White","2597930.49","98.00","2579333.37","Monitor"
"Litware Washer & Dryer 27in L420 Silver","2898699.34","79.00","2578867.10","Monitor"
"Fabrikam Microwave 0.8CuFt E0800 Black","2626552.62","96.00","2578267.91","Monitor"
"Contoso Phone Tough Skin Case E140 Pink","2685043.92","82.00","2572800.36","Monitor"
"WWI Screen 113in M1610 White","2581800.78","98.00","2572588.20","Monitor"
"Contoso SLR Camera 35"" M358 Gold","2595227.32","95.00","2570862.08","Monitor"
"Litware Wall Lamp E3015 Black","2603692.00","97.00","2569944.0","Monitor"
"Contoso Microwave 0.8CuFt E0080 Red","2597010.32","96.00","2555069.94","Monitor"
"Contoso Washer & Dryer 27in L270 Red","2745812.50","87.00","2542842.04","Monitor"
"Contoso Microwave 2.2CuFt M0125 Silver","2546373.39","98.00","2534233.35","Monitor"
"Contoso Screen 106in M060 Silver","2547772.92","96.00","2533552.56","Monitor"
"Litware Microwave 0.9CuFt E090 Blue","2550835.28","97.00","2517902.20","Monitor"
"Contoso Microwave 0.8CuFt E0080 Black","2535165.21","97.00","2505477.62","Monitor"
"Adventure Works LCD15 E100 Black","2553529.65","96.00","2502756.83","Monitor"
"Litware Washer & Dryer 27in L420 White","2708030.12","86.00","2497151.72","Monitor"
"Litware Washer & Dryer 27in L420 Blue","2625436.08","91.00","2493637.08","Monitor"
"Fabrikam Microwave 0.8CuFt E0800 Grey","2509255.16","97.00","2476371.19","Monitor"
"The Phone Company Touch Screen Phones - LCD M12 Gold","5311635.38","23.00","2474360.88","Monitor"
"Adventure Works LCD17 E200 White","2504018.58","97.00","2470001.80","Monitor"
"Litware Microwave 0.8CuFt E080 Blue","2484023.13","98.00","2462713.93","Monitor"
"Proseware Photo Ink jet Printer E290 White","2494596.00","96.00","2460692.0","Monitor"
"Adventure Works LCD17 E200 Black","2484335.28","97.00","2454457.04","Monitor"
"The Phone Company Finger Touch Screen Phones M30 Gold","5187244.35","22.00","2435447.14","Monitor"
"Fabrikam SLR Camera M149 Blue","2450183.40","96.00","2434339.8","Monitor"
"Contoso Screen 106in M060 Black","2437086.96","98.00","2427773.04","Monitor"
"Proseware LCD24W X300 White","2451062.96","97.00","2425150.16","Monitor"
